299,2,297,299
297,3,294,297
297,4,293,297
292,5,287,292
294,6,288,294
294,7,287,294
290,8,282,290
292,9,283,292
289,10,279,289
286,11,275,286
285,12,273,285
284,13,271,284
282,14,268,282
283,15,268,283
284,16,268,284
276,17,259,276
281,18,263,281
271,19,252,271
278,20,258,278
272,21,251,272
273,22,251,273
264,23,241,264
271,24,247,271
264,25,239,264
269,26,243,269
259,27,232,259
266,28,238,266
265,29,236,265
254,30,224,254
260,31,229,260
254,32,222,254
251,33,218,251
252,34,218,252
258,35,223,258
250,36,214,250
241,37,204,241
250,38,212,250
243,39,204,243
236,40,196,236
231,41,190,231
236,42,194,236
232,43,189,232
231,44,187,231
235,45,190,235
227,46,181,227
222,47,175,222
229,48,181,229
221,49,172,221
216,50,166,216
218,51,167,218
218,52,166,218
218,53,165,218
218,54,164,218
216,55,161,216
205,56,149,205
206,57,149,206
197,58,139,197
202,59,143,202
207,60,147,207
180,61,119,180
187,62,125,187
182,63,119,182
194,64,130,194
182,65,117,182
194,66,128,194
174,67,107,174
179,68,111,179
177,69,108,177
180,70,110,180
174,71,103,174
174,72,102,174
169,73,96,169
160,74,86,160
164,75,89,164
159,76,83,159
166,77,89,166
150,78,72,150
150,79,71,150
145,80,65,145
148,81,67,148
158,82,76,158
146,83,63,146
145,84,61,145
140,85,55,140
135,86,49,135
136,87,49,136
126,88,38,126
126,89,37,126
126,90,36,126
122,91,31,122
123,92,31,123
116,93,23,116
121,94,27,121
113,95,18,113
110,96,14,110
105,97,8,105
107,98,9,107
102,99,3,102
100,100,0,100
