2607,2,2605,2607
1876,3,1873,1876
1594,4,1590,1594
1420,5,1415,1420
1325,6,1319,1325
1229,7,1222,1229
1163,8,1155,1163
1110,9,1101,1110
1092,10,1082,1092
1043,11,1032,1043
1008,12,996,1008
1005,13,992,1005
960,14,946,960
919,15,904,919
909,16,893,909
862,17,845,862
874,18,856,874
833,19,814,833
834,20,814,834
800,21,779,800
784,22,762,784
766,23,743,766
766,24,742,766
757,25,732,757
727,26,701,727
732,27,705,732
702,28,674,702
714,29,685,714
682,30,652,682
678,31,647,678
666,32,634,666
686,33,653,686
661,34,627,661
638,35,603,638
626,36,590,626
625,37,588,625
607,38,569,607
600,39,561,600
604,40,564,604
587,41,546,587
592,42,550,592
563,43,520,563
551,44,507,551
578,45,533,578
536,46,490,536
522,47,475,522
536,48,488,536
511,49,462,511
524,50,474,524
503,51,452,503
467,52,415,467
493,53,440,493
476,54,422,476
470,55,415,470
475,56,419,475
456,57,399,456
444,58,386,444
454,59,395,454
433,60,373,433
408,61,347,408
401,62,339,401
387,63,324,387
394,64,330,394
390,65,325,390
367,66,301,367
366,67,299,366
354,68,286,354
368,69,299,368
373,70,303,373
332,71,261,332
319,72,247,319
308,73,235,308
299,74,225,299
304,75,229,304
295,76,219,295
288,77,211,288
289,78,211,289
291,79,212,291
272,80,192,272
274,81,193,274
260,82,178,260
242,83,159,242
240,84,156,240
217,85,132,217
214,86,128,214
224,87,137,224
189,88,101,189
193,89,104,193
182,90,92,182
188,91,97,188
169,92,77,169
155,93,62,155
139,94,45,139
138,95,43,138
131,96,35,131
124,97,27,124
118,98,20,118
105,99,6,105
100,100,0,100
