1089,2,1087,1089,100
1089,3,1086,1089,100
1089,4,1085,1089,100
1089,5,1084,1089,100
1089,6,1083,1089,100
1089,7,1082,1089,100
1089,8,1081,1089,100
1089,9,1080,1089,100
1089,10,1079,1089,100
1089,11,1078,1089,100
1089,12,1077,1089,100
1089,13,1076,1089,100
1088,14,1074,1088,100
1087,15,1072,1087,100
1085,16,1069,1085,100
1085,17,1068,1085,100
1085,18,1067,1085,100
1084,19,1065,1084,100
1084,20,1064,1084,100
1077,21,1056,1077,100
1077,22,1055,1077,100
1080,23,1057,1080,100
1066,24,1042,1066,100
1065,25,1040,1065,100
1069,26,1043,1069,100
1068,27,1041,1068,100
1059,28,1031,1059,100
1047,29,1018,1047,100
1048,30,1018,1048,100
1040,31,1009,1040,100
1035,32,1003,1035,100
1025,33,992,1025,100
1028,34,994,1028,100
1007,35,972,1007,100
1014,36,978,1014,100
1007,37,970,1007,100
994,38,956,994,100
989,39,950,989,100
986,40,946,986,100
974,41,933,974,100
962,42,920,962,100
953,43,910,953,100
939,44,895,939,100
927,45,882,927,100
933,46,887,933,100
914,47,867,914,100
909,48,861,909,100
895,49,846,895,100
877,50,827,877,100
862,51,811,862,100
866,52,814,866,100
857,53,804,857,100
855,54,801,855,100
828,55,773,828,100
820,56,764,820,100
802,57,745,802,100
774,58,716,774,100
768,59,709,768,100
750,60,690,750,100
740,61,679,740,100
735,62,673,735,100
714,63,651,714,100
716,64,652,716,100
675,65,610,675,100
663,66,597,663,100
653,67,586,653,100
647,68,579,647,100
644,69,575,644,100
604,70,534,604,100
621,71,550,621,100
579,72,507,579,100
575,73,502,575,100
553,74,479,553,100
540,75,465,540,100
499,76,423,499,100
500,77,423,500,100
470,78,392,470,100
463,79,384,463,100
461,80,381,461,100
432,81,351,432,100
423,82,341,423,100
399,83,316,399,100
376,84,292,376,100
361,85,276,361,100
333,86,247,333,100
328,87,241,328,100
305,88,217,305,100
293,89,204,293,100
265,90,175,265,100
251,91,160,251,100
236,92,144,236,100
205,93,112,205,100
194,94,100,194,100
176,95,81,176,100
163,96,67,163,100
144,97,47,144,100
118,98,20,118,100
99,99,0,99,100
99,100,0,99,100
